Battle Quiz #,Question #,Group,Quiz Title,Difficulty,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Fun Fact
177,1,"General K-pop","Can You Name These Male K-pop Idols?","medium","image","Who is this idol?","Jackson","Mark","BamBam","Yugyeom","Jackson","Jackson is also a successful solo artist in China"
177,2,"General K-pop","K-pop music video themes quiz","medium","multiple_choice","BLACKPINK MVs are known for what production style?","High-budget sets, luxury fashion, powerful choreography","Low-budget aesthetic","Animation only","Documentary style","High-budget sets, luxury fashion, powerful choreography",""
177,3,"General K-pop","K-pop idols in Korean dramas","hard","multiple_choice","Which IU drama became one of the highest-rated K-dramas of all time?","Hotel Del Luna","My Mister","Dream High","Moon Lovers","Hotel Del Luna",""
177,4,"General K-pop","K-pop TikTok viral moments","medium","multiple_choice","Which aespa song went viral on TikTok with its dance challenge in 2024?","Spicy","Better Things","Drama","Supernova","Supernova",""
177,5,"ITZY","ITZY members quiz","easy","multiple_choice","How many members are in ITZY?","5","4","7","6","5",""
178,1,"(G)I-DLE","(G)I-DLE members and facts","medium","multiple_choice","What was (G)I-DLE's debut song?","LATATA","Oh My God","HANN","Tomboy","LATATA",""
178,2,"General K-pop","Which group is this member from? (boy groups)","medium","multiple_choice","Hoshi is a member of which group?","NCT","Stray Kids","ATEEZ","SEVENTEEN","SEVENTEEN",""
178,3,"BTS","BTS achievements and records","hard","multiple_choice","At which event did BTS speak at the United Nations?","UN Security Council","UNICEF Gala","UN General Assembly","UNESCO Summit","UN General Assembly",""
178,4,"EXO","EXO members quiz","medium","multiple_choice","Who is the leader of EXO?","Suho","Baekhyun","Chanyeol","D.O.","Suho",""
178,5,"General K-pop","Can You Name These Male K-pop Idols?","medium","image","Who is this idol?","Sunghoon","Jay","Jake","Heeseung","Sunghoon","Sunghoon was a competitive figure skater before becoming an idol"
179,1,"General K-pop","K-pop B-sides that became fan favorites","hard","multiple_choice","'Anti-Romantic' by TXT became a viral hit despite being what?","A B-side track (not the title track)","An OST","A pre-release single","A Japanese track","A B-side track (not the title track)",""
179,2,"BLACKPINK","BLACKPINK true or false","medium","true_false","Rose was born in New Zealand","True","False","","","True",""
179,3,"SHINee","SHINee legends quiz","medium","multiple_choice","Which SHINee member is known for his exceptional solo dance career?","Onew","Minho","Taemin","Key","Taemin",""
179,4,"General K-pop","TREASURE basics","medium","multiple_choice","What year did TREASURE debut?","2022","2019","2020","2021","2020",""
179,5,"General K-pop","K-pop Produce series quiz","hard","multiple_choice","Produce 101 Season 2 formed which group?","ENHYPEN","Wanna One","X1","I.O.I","Wanna One",""
180,1,"IVE","IVE discography and hits","medium","multiple_choice","What is the name of IVE's first full studio album?","I've IVE","ELEVEN","LOVE DIVE","After LIKE","I've IVE",""
180,2,"General K-pop","Name That Album Cover","hard","image","Which album is this?","XOXO","Exodus","The War","Don t Mess Up My Tempo","XOXO","XOXO was the first album to sell over 1 million copies in South Korea in 12 years"
180,3,"General K-pop","K-pop B-sides that became fan favorites","hard","multiple_choice","BLACKPINK's 'Pretty Savage' became a fan favorite despite being what?","A digital single","A collab","A pre-release single","A B-side on THE ALBUM","A B-side on THE ALBUM",""
180,4,"ENHYPEN","ENHYPEN members deep dive","hard","multiple_choice","Jake is from which country?","South Korea","Japan","USA","Australia","Australia",""
180,5,"NewJeans","NewJeans discography and facts","medium","multiple_choice","What is the name of NewJeans' second EP?","Get Up","How Sweet","Supernatural","OMG","Get Up",""
181,1,"General K-pop","WINNER and iKON quiz - YG brothers","hard","multiple_choice","What year did WINNER debut?","2016","2013","2015","2014","2014",""
181,2,"SEVENTEEN","SEVENTEEN FML era quiz","hard","multiple_choice","What was the lead single of FML?","God of Music","Fire","Super","HOT","Super",""
181,3,"General K-pop","K-pop album packaging quiz","easy","true_false","K-pop albums typically come with a photobook","True","False","","","True",""
181,4,"General K-pop","K-pop fandom names quiz","easy","multiple_choice","What is EXO's fandom called?","EXOTICS","EXO-L","EXO-K","EXO-M","EXO-L",""
181,5,"General K-pop","K-pop fandom names true or false","easy","true_false","ONCE is the fandom name for BLACKPINK","True","False","","","False",""
182,1,"Stray Kids","Stray Kids NOEASY to MAXIDENT era","hard","multiple_choice","In what year was NOEASY released?","2021","2023","2022","2020","2021",""
182,2,"General K-pop","Name That Album Cover","hard","image","Which album is this?","Map of the Soul: 7","BE","Proof","Wings","Map of the Soul: 7","Map of the Soul: 7 sold over 4.4 million copies in its first month"
182,3,"General K-pop","K-pop group leaders quiz","medium","multiple_choice","Who is the leader of aespa?","Karina","Winter","Giselle","Ningning","Karina",""
182,4,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Jisoo","Lisa","Jennie","Momo","Momo","Momo was eliminated and then brought back on the show Sixteen"
182,5,"General K-pop","Can You Recognize These Idols as Kids?","hard","image","Who is this idol as a child?","V","Jungkook","Jimin","RM","V","V was a hidden trainee - even ARMYs did not know about him until debut day"
183,1,"Stray Kids","Stray Kids discography test","medium","multiple_choice","What is the name of Stray Kids' first full studio album?","GO LIVE","MAXIDENT","ODDINARY","NOEASY","GO LIVE",""
183,2,"BTS","BTS members real names - complete test","medium","multiple_choice","What is Jungkook's real name?","Jung Hoseok","Park Jimin","Jeon Jungkook","Kim Namjoon","Jeon Jungkook",""
183,3,"GOT7","GOT7 basics","medium","multiple_choice","Which company did GOT7 originally debut under?","JYP Entertainment","HYBE","SM Entertainment","YG Entertainment","JYP Entertainment",""
183,4,"ENHYPEN","ENHYPEN members deep dive","hard","multiple_choice","Who is the leader of ENHYPEN?","Heeseung","Jay","Jungwon","Jake","Jungwon",""
183,5,"General K-pop","K-pop debut songs - name the group","hard","multiple_choice","'ELEVEN' is the debut song of which group?","LE SSERAFIM","NewJeans","IVE","aespa","IVE",""
184,1,"NewJeans","NewJeans discography and facts","medium","multiple_choice","Which NewJeans song became a massive viral hit in late 2022?","Hype Boy","OMG","Ditto","Attention","Ditto",""
184,2,"aespa","aespa MY concept universe","hard","multiple_choice","Who or what is 'naevis' in aespa's lore?","A song title only","An AI guide/helper in KWANGYA","A member's avatar","The villain","An AI guide/helper in KWANGYA",""
184,3,"General K-pop","K-pop debut years true or false","medium","true_false","IVE and LE SSERAFIM debuted in the same year","True","False","","","False",""
184,4,"Stray Kids","Stray Kids - know each member","hard","multiple_choice","Which Stray Kids member is the main dancer known for his expressive performance?","Hyunjin","Felix","Lee Know","I.N","Hyunjin",""
184,5,"IVE","IVE true or false","easy","true_false","Rei is from Japan","True","False","","","True",""
185,1,"BTS","BTS solo careers quiz","hard","multiple_choice","What is the name of Jimin's first solo mini album?","Promise","Filter","Serendipity","FACE","FACE",""
185,2,"aespa","aespa discography challenge","medium","multiple_choice","Next Level was originally a song from which movie franchise?","Transformers","Fast & Furious","Mission Impossible","Marvel","Fast & Furious","Next Level was originally from the Fast & Furious Presents: Hobbs & Shaw soundtrack, reimagined by SM for aespa."
185,3,"General K-pop","Kep1er quiz","medium","multiple_choice","What was Kep1er's debut song?","Up!","Wing Wing","Straight Line","WA DA DA","WA DA DA",""
185,4,"ENHYPEN","ENHYPEN discography quiz","medium","multiple_choice","What is ENHYPEN's first full studio album?","DIMENSION : DILEMMA","ROMANCE : UNTOLD","DARK BLOOD","BORDER : DAY ONE","DIMENSION : DILEMMA",""
185,5,"IVE","IVE members quiz","easy","multiple_choice","How many members are in IVE?","5","4","7","6","6",""
186,1,"General K-pop","JYP Entertainment groups quiz","medium","multiple_choice","Which of these groups is NOT under JYP Entertainment?","ITZY","Stray Kids","BLACKPINK","TWICE","BLACKPINK",""
186,2,"General K-pop","K-pop albums that sold millions","hard","multiple_choice","Which was the first million-selling album (million seller) by a 4th gen group?","TXT's Chaos Chapter","aespa's MY WORLD","Stray Kids' NOEASY","ENHYPEN's Dimension","Stray Kids' NOEASY",""
186,3,"General K-pop","K-pop maknae (youngest member) quiz","medium","multiple_choice","Who is the maknae of SEVENTEEN?","Dino","Vernon","DK","Seungkwan","Dino",""
186,4,"General K-pop","NCT system explained quiz","hard","multiple_choice","Which NCT sub-unit is based in China?","WayV","NCT 127","NCT DoJaeJung","NCT Dream","WayV",""
186,5,"General K-pop","K-pop group name meanings","hard","multiple_choice","What does EXO's name come from?","Exoplanet - a planet outside our solar system","Exit","Exotic","Extra Ordinary","Exoplanet - a planet outside our solar system",""
187,1,"General K-pop","K-pop fandom names true or false","easy","true_false","ARMY is the fandom name for BTS","True","False","","","True",""
187,2,"General K-pop","K-pop music video themes quiz","medium","multiple_choice","Which K-pop group's MVs feature an elaborate fictional universe with time travel and alternate dimensions?","BTS (BU - BTS Universe)","SEVENTEEN","EXO","NCT","BTS (BU - BTS Universe)",""
187,3,"General K-pop","K-pop food and mukbang culture","easy","true_false","Mukbang (eating broadcast) is a popular content type for K-pop idols","True","False","","","True",""
187,4,"General K-pop","Which Company Does This Idol Belong To?","medium","image","Which company is this idol from?","Cube Entertainment","YG Entertainment","SM Entertainment","Pledis","Cube Entertainment","Soyeon is the main producer and songwriter for (G)I-DLE"
187,5,"General K-pop","K-pop songs of 2023 quiz","medium","multiple_choice","Which group released 'Super Shy' in 2023?","aespa","LE SSERAFIM","IVE","NewJeans","NewJeans",""
188,1,"General K-pop","WINNER and iKON quiz - YG brothers","hard","multiple_choice","Which WINNER song became their biggest solo hit?","Really Really","Empty","Everyday","Love Me Love Me","Really Really",""
188,2,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Rose","Jennie","Lisa","Nayeon","Nayeon","Nayeon was the first TWICE member to debut solo"
188,3,"aespa","aespa discography challenge","medium","multiple_choice","Spicy is from which aespa album?","Savage","Girls","MY WORLD","Armageddon","MY WORLD","MY WORLD was released in May 2023 and marked aespa's first release in about a year."
188,4,"General K-pop","K-pop fandom names quiz","easy","multiple_choice","What is BTS's fandom called?","BLINK","ONCE","ARMY","STAY","ARMY",""
188,5,"SHINee","SHINee legends quiz","medium","multiple_choice","Which company does SHINee belong to?","HYBE","JYP Entertainment","YG Entertainment","SM Entertainment","SM Entertainment",""
189,1,"General K-pop","K-pop industry business quiz","hard","multiple_choice","What is a 'fansign event'?","A fan-organized protest","A streaming party","An event where fans who buy albums can meet idols and get autographs","A fan art exhibition","An event where fans who buy albums can meet idols and get autographs",""
189,2,"General K-pop","K-pop idols in Korean dramas","hard","multiple_choice","Which BLACKPINK member starred in the drama 'Snowdrop'?","Jennie","Jisoo","Rose","Lisa","Jisoo",""
189,3,"BTS","K-pop BT21 characters quiz","medium","multiple_choice","Which BT21 character was created by Jimin?","Chimmy","Shooky","Cooky","RJ","Chimmy",""
189,4,"General K-pop","Name the group from the fandom name","hard","multiple_choice","Which group has the fandom name 'ENGENE'?","Stray Kids","ENHYPEN","ATEEZ","TXT","ENHYPEN",""
189,5,"General K-pop","K-pop fashion and style quiz","medium","multiple_choice","Which BLACKPINK member is known as a Chanel global ambassador?","Jisoo","Lisa","Rose","Jennie","Jennie",""
190,1,"General K-pop","K-pop sasaeng and fan culture dark side","medium","true_false","A 'sasaeng' is an obsessive fan who stalks or invades an idol's privacy","True","False","","","True",""
190,2,"General K-pop","K-pop group name meanings true or false","medium","true_false","ATEEZ means 'A TEEnager Z' representing teenagers from A to Z","True","False","","","True",""
190,3,"Stray Kids","SKZ producing and self-made trivia","hard","multiple_choice","What is Changbin's rap alias in 3RACHA?","SpearB","J.ONE","CB97","DANCERACHA","SpearB","SpearB references the Korean meaning of Changbin's name which relates to a bright spear."
190,4,"General K-pop","K-pop fandom names true or false","easy","true_false","CARAT is the fandom name for SEVENTEEN","True","False","","","True",""
190,5,"General K-pop","K-pop fashion true or false","medium","true_false","Wonyoung from IVE has modeled for luxury brands","True","False","","","True",""
191,1,"BTS","BTS world records and achievements quiz","medium","multiple_choice","How many consecutive #1 Billboard Hot 100 songs did BTS achieve?","2","3","4","5","3","Dynamite, Butter, and Permission to Dance all debuted at #1 consecutively."
191,2,"BLACKPINK","Are you a true BLINK? BLACKPINK trivia","easy","multiple_choice","What are BLACKPINK's two debut songs?","DDU-DU DDU-DU and Forever Young","Boombayah and Whistle","Playing with Fire and Stay","As If It's Your Last and Whistle","Boombayah and Whistle","Both Boombayah and Whistle were released simultaneously as a double single on August 8, 2016."
191,3,"General K-pop","K-pop songs with colors in the title","medium","multiple_choice","'Red Flavor' is a song by which group?","aespa","Red Velvet","BLACKPINK","TWICE","Red Velvet",""
191,4,"General K-pop","Name That Album Cover","hard","image","Which album is this?","Get Up","NewJeans 1st EP","How Sweet","Supernatural","Get Up","Get Up includes the viral hit Super Shy"
191,5,"SEVENTEEN","SEVENTEEN members nationalities","medium","multiple_choice","What is Jun's full Chinese name?","Xu Minghao","Li Junhui","Wen Junhui","Wang Junhui","Wen Junhui",""
192,1,"SEVENTEEN","SEVENTEEN true or false","medium","true_false","SEVENTEEN has 17 members","True","False","","","False",""
192,2,"General K-pop","K-pop albums that sold millions","hard","multiple_choice","BTS's 'Map of the Soul: 7' sold how many copies worldwide?","2 million","10 million","1 million","Over 5 million","Over 5 million",""
192,3,"BTS","BTS members real names - complete test","medium","multiple_choice","What is Suga's real name?","Jung Hoseok","Min Yoongi","Kim Seokjin","Kim Taehyung","Min Yoongi",""
192,4,"BTS","Find the Non-BTS Member","easy","intruder","Find the intruder","RM","Jin","Suga","Hoshi","Hoshi","Hoshi is the performance leader of SEVENTEEN"
192,5,"TWICE","ONCE check - how well do you know TWICE?","easy","multiple_choice","How many members are in TWICE?","7","8","9","10","9","TWICE has 9 members: Nayeon, Jeongyeon, Momo, Sana, Jihyo, Mina, Dahyun, Chaeyoung, and Tzuyu."
193,1,"EXO","EXO members and positions","medium","multiple_choice","What is Baekhyun's real name?","Byun Baekhyun","Kim Junmyeon","Oh Sehun","Do Kyungsoo","Byun Baekhyun",""
193,2,"BLACKPINK","BLACKPINK members quiz","easy","multiple_choice","Which member is from Australia/New Zealand?","Rose","Jisoo","Jennie","Lisa","Rose",""
193,3,"aespa","aespa discography quiz","medium","multiple_choice","What are aespa's virtual counterparts called?","Digital twins","ae members","Virtual idols","AI doubles","ae members",""
193,4,"BLACKPINK","BLACKPINK world records and achievements","hard","multiple_choice","In which year did BLACKPINK headline Coachella?","2019","2022","2023","2024","2023",""
193,5,"General K-pop","Which year did this song come out?","hard","multiple_choice","When was 'Gangnam Style' by PSY released?","2014","2013","2012","2011","2012",""
194,1,"General K-pop","YG Entertainment groups quiz","medium","multiple_choice","What was YG Entertainment's first major girl group?","BLACKPINK","2NE1","BABYMONSTER","Lee Hi","2NE1",""
194,2,"IVE","IVE true or false","easy","true_false","IVE has 6 members","True","False","","","True",""
194,3,"General K-pop","NCT Dream quiz","medium","multiple_choice","Which NCT Dream album became a massive million-seller?","ISTJ","Hot Sauce","Glitch Mode","Hello Future","Hot Sauce",""
194,4,"BTS","Find the Non-BTS Member","easy","intruder","Find the intruder","Jungkook","V","Jimin","Mingyu","Mingyu","Mingyu is a member of SEVENTEEN"
194,5,"NewJeans","NewJeans members quiz","easy","multiple_choice","Which NewJeans member is Vietnamese-Australian?","Danielle","Minji","Hanni","Hyein","Hanni",""
195,1,"General K-pop","K-pop photocard culture quiz","easy","multiple_choice","What does 'bias photocard' mean?","A holographic photocard","A signed photocard","The rarest photocard","A photocard of your favorite member","A photocard of your favorite member",""
195,2,"IVE","IVE true or false","easy","true_false","IVE debuted under JYP Entertainment","True","False","","","False",""
195,3,"IVE","IVE members quiz","easy","multiple_choice","What was IVE's debut single?","LOVE DIVE","ELEVEN","I AM","After LIKE","ELEVEN",""
195,4,"General K-pop","K-pop Produce series quiz","hard","multiple_choice","The Produce series was later involved in what controversy?","Plagiarism scandal","Lip-syncing scandal","Vote manipulation scandal (rigged voting results)","Financial fraud","Vote manipulation scandal (rigged voting results)",""
195,5,"General K-pop","K-pop girl group generations timeline","hard","multiple_choice","Put these 4th gen girl groups in debut order","ITZY -> aespa -> IVE -> NewJeans","NewJeans -> IVE -> aespa -> ITZY","IVE -> NewJeans -> ITZY -> aespa","aespa -> ITZY -> NewJeans -> IVE","ITZY -> aespa -> IVE -> NewJeans",""
196,1,"General K-pop","K-pop positions explained quiz","easy","multiple_choice","What does 'Main Vocalist' mean in a K-pop group?","The youngest singer","The member with the strongest singing ability","The member who sings first","The leader","The member with the strongest singing ability",""
196,2,"ENHYPEN","ENHYPEN members deep dive","hard","multiple_choice","Which ENHYPEN member is a former figure skater?","Jungwon","Heeseung","Jake","Sunghoon","Sunghoon",""
196,3,"General K-pop","K-pop music video themes quiz","medium","multiple_choice","Which K-pop MV features a school/university setting with a dance-off?","BTS - 'Boy In Luv'","EXO - Growl","SEVENTEEN - Mansae","iKON - Love Scenario","BTS - 'Boy In Luv'",""
196,4,"General K-pop","Find the Music Video That Does Not Belong","medium","intruder","Find the MV that is NOT from Red Velvet","Bad Boy","Peek-A-Boo","Psycho","4 Walls","4 Walls","4 Walls is by f(x), Red Velvet SM labelmates"
196,5,"General K-pop","K-pop concert facts true or false","hard","true_false","BTS performed at Wembley Stadium in London","True","False","","","True",""
197,1,"General K-pop","WINNER and iKON quiz - YG brothers","hard","multiple_choice","Which iKON song became one of the biggest K-pop hits of 2018?","Killing Me","Rhythm Ta","Goodbye Road","Love Scenario","Love Scenario",""
197,2,"ITZY","ITZY true or false","easy","true_false","ITZY's debut song was 'WANNABE'","True","False","","","False",""
197,3,"General K-pop","K-pop maknae (youngest member) quiz","medium","multiple_choice","Who is the maknae of NewJeans?","Hanni","Haerin","Danielle","Hyein","Hyein",""
197,4,"BTS","BTS true or false - test your ARMY knowledge","medium","true_false","BTS debuted under SM Entertainment","True","False","","","False",""
197,5,"General K-pop","K-pop album packaging quiz","easy","true_false","K-pop albums often have multiple versions with different covers","True","False","","","True",""
198,1,"General K-pop","K-pop concert and tour facts","hard","multiple_choice","BTS performed at which famous American stadium for their 'Permission to Dance' concerts?","Staples Center","Madison Square Garden","MetLife Stadium","SoFi Stadium (Los Angeles)","SoFi Stadium (Los Angeles)",""
198,2,"BTS","BTS Wings era deep dive","hard","multiple_choice","How many solo tracks are on the Wings album (one per member)?","3","4","5","7","7",""
198,3,"Stray Kids","Stray Kids NOEASY to MAXIDENT era","hard","multiple_choice","What was the lead single of ODDINARY?","Venom","Thunderous","MANIAC","Case 143","MANIAC",""
198,4,"ITZY","ITZY discography deep dive","medium","multiple_choice","What is the name of ITZY's first full studio album?","CHECKMATE","IT'z ICY","GUESS WHO","CRAZY IN LOVE","CRAZY IN LOVE",""
198,5,"SEVENTEEN","SEVENTEEN FML era quiz","hard","multiple_choice","In what year was FML released?","2022","2021","2023","2024","2023",""
199,1,"General K-pop","Find the 3rd Gen Intruder Among 4th Gen","hard","intruder","Find the idol who is NOT 4th gen","Felix (Stray Kids)","Ni-ki (ENHYPEN)","Hanbin (ZEROBASEONE)","Mark (NCT)","Mark (NCT)","Mark debuted with NCT 127 in 2016"
199,2,"General K-pop","Complete the K-pop song title","medium","multiple_choice","IVE - 'LOVE ___'","DIVE","LIVE","LINE","LIFE","DIVE",""
199,3,"General K-pop","K-pop food and mukbang culture","easy","true_false","Soju is a popular Korean alcoholic beverage often mentioned by idols","True","False","","","True",""
199,4,"General K-pop","K-pop fandom names quiz","easy","multiple_choice","What is TWICE's fandom called?","MIDZY","TWICE","ONCE","BLINK","ONCE",""
199,5,"NewJeans","NewJeans members quiz","easy","multiple_choice","How many members are in NewJeans?","6","7","5","4","5",""
200,1,"General K-pop","K-pop fun facts true or false - volume 2","hard","true_false","NewJeans debuted under Big Hit Music","True","False","","","False",""
200,2,"NewJeans","NewJeans Hype Boy vs Attention quiz","medium","multiple_choice","NewJeans is known for a retro Y2K-inspired sound. Who is the creative director behind their concept?","Min Hee-jin","Lee Soo-man","Park Jin-young","Bang Si-hyuk","Min Hee-jin",""
200,3,"General K-pop","NCT system explained quiz","hard","multiple_choice","Which NCT sub-unit originally had a 'graduation' system?","WayV","NCT U","NCT Dream","NCT 127","NCT Dream",""
200,4,"EXO","EXO true or false","medium","true_false","EXO debuted in 2013","True","False","","","False",""
200,5,"General K-pop","Complete the K-pop song title","medium","multiple_choice","BTS - 'Boy With ___'","Luv","Dreams","Wings","Love","Luv",""
201,1,"General K-pop","Can You Name These Male K-pop Idols?","medium","image","Who is this idol?","Bang Chan","Changbin","Han","Felix","Bang Chan","Bang Chan was a JYP trainee for 7 years before debuting"
201,2,"NMIXX","NMIXX members quiz","medium","multiple_choice","What year did NMIXX debut?","2022","2023","2021","2020","2022",""
201,3,"Stray Kids","Stray Kids discography challenge","hard","multiple_choice","Which Stray Kids song is known as their major breakthrough hit?","Miroh","God's Menu","Back Door","MANIAC","God's Menu","God's Menu from the album GO LIVE (2020) significantly boosted Stray Kids' domestic and international popularity."
201,4,"aespa","aespa discography quiz","medium","multiple_choice","Which aespa song went viral on TikTok in 2024?","Supernova","Drama","Armageddon","Spicy","Supernova",""
201,5,"General K-pop","K-pop birthplace true or false","medium","true_false","Tzuyu from TWICE is from Taiwan","True","False","","","True",""
202,1,"General K-pop","K-pop group name meanings","hard","multiple_choice","What does IVE's name stand for?","Five members","Independent Vision Entertainment","I HAVE (as in 'I have it all')","Infinity Value Entertainment","I HAVE (as in 'I have it all')",""
202,2,"General K-pop","YG Entertainment groups quiz","medium","multiple_choice","Which YG boy group debuted in 2020?","iKON","BABYMONSTER","TREASURE","WINNER","TREASURE",""
202,3,"General K-pop","K-pop songs of 2023 quiz","medium","multiple_choice","Which group released 'Super' in 2023?","ATEEZ","BTS","Stray Kids","SEVENTEEN","SEVENTEEN",""
202,4,"BTS","BTS achievements and records","hard","multiple_choice","What campaign did BTS partner with UNICEF on?","Love Your Youth","Love Myself","Love Yourself","Love The World","Love Myself",""
202,5,"ATEEZ","ATEEZ true or false","medium","true_false","ATEEZ competed on the survival show 'Kingdom: Legendary War'","True","False","","","True",""
203,1,"EXO","EXO true or false","medium","true_false","Baekhyun has released solo music","True","False","","","True",""
203,2,"General K-pop","Complete the K-pop song title","medium","multiple_choice","Stray Kids - 'God's ___'","Way","Gift","Menu","Plan","Menu",""
203,3,"EXO","EXO members quiz","medium","multiple_choice","EXO originally had two sub-units. What were they called?","EXO-A and EXO-B","EXO-1 and EXO-2","EXO-K and EXO-M","EXO-Seoul and EXO-Beijing","EXO-K and EXO-M",""
203,4,"General K-pop","Find the Music Video That Does Not Belong","medium","intruder","Find the MV that is NOT from NewJeans","Attention","Hype Boy","Ditto","FEARLESS","FEARLESS","FEARLESS is by LE SSERAFIM"
203,5,"Stray Kids","Stray Kids discography test","medium","multiple_choice","What was Stray Kids' debut song?","Miroh","Hellevator","My Pace","District 9","District 9",""
204,1,"NewJeans","NewJeans true or false","medium","true_false","NewJeans debuted under SM Entertainment","True","False","","","False",""
204,2,"General K-pop","K-pop debut songs - name the group","hard","multiple_choice","'Crown' is the debut song of which group?","TXT","ATEEZ","Stray Kids","ENHYPEN","TXT",""
204,3,"General K-pop","K-pop food quiz - idols and their favorites","easy","true_false","Bibimbap is a mixed rice dish with vegetables and often an egg on top","True","False","","","True",""
204,4,"General K-pop","MAMAMOO true or false","medium","true_false","MAMAMOO is known for their strong vocal abilities","True","False","","","True",""
204,5,"BTS","Find the Non-BTS Member","easy","intruder","Find the intruder","Suga","J-Hope","Jimin","Beomgyu","Beomgyu","Beomgyu is a member of TXT, BTS labelmates at HYBE"
205,1,"Stray Kids","Stray Kids basics","easy","multiple_choice","Which company does Stray Kids belong to?","SM Entertainment","HYBE","YG Entertainment","JYP Entertainment","JYP Entertainment",""
205,2,"General K-pop","K-pop debut years challenge","medium","multiple_choice","Which group debuted first?","EXO (2012)","SHINee (2008)","GOT7 (2014)","BTS (2013)","SHINee (2008)",""
205,3,"BTS","BTS true or false - harder edition","hard","true_false","Suga's stage name comes from 'Super Genius'","True","False","","","False",""
205,4,"General K-pop","K-pop debut songs true or false","medium","true_false","BTS's debut song was 'No More Dream'","True","False","","","True",""
205,5,"Stray Kids","Stray Kids discography test","medium","multiple_choice","Which country is Bang Chan originally from?","United States","South Korea","Canada","Australia","Australia",""
206,1,"EXO","EXO true or false","medium","true_false","EXO originally had sub-units EXO-K and EXO-M","True","False","","","True",""
206,2,"BTS","BTS members - know your biases","easy","multiple_choice","What is Suga's real name?","Kim Taehyung","Min Yoongi","Park Jimin","Jung Hoseok","Min Yoongi",""
206,3,"General K-pop","MAMAMOO true or false","medium","true_false","MAMAMOO debuted under SM Entertainment","True","False","","","False",""
206,4,"General K-pop","Can You Name These Male K-pop Idols?","medium","image","Who is this idol?","Taemin","Key","Onew","Minho","Taemin","Taemin debuted at just 14 years old with SHINee"
206,5,"Red Velvet","Red Velvet true or false","medium","true_false","Red Velvet debuted under JYP Entertainment","True","False","","","False",""
207,1,"(G)I-DLE","(G)I-DLE members and facts","medium","multiple_choice","Which (G)I-DLE member is from China?","Shuhua","Yuqi","Minnie","Soyeon","Yuqi",""
207,2,"General K-pop","K-pop album packaging quiz","easy","true_false","Each copy of a K-pop album contains the same photocard","True","False","","","False",""
207,3,"General K-pop","K-pop food and mukbang culture","easy","true_false","Korean BBQ (samgyeopsal) is a common food featured in K-pop content","True","False","","","True",""
207,4,"BTS","K-pop BT21 characters quiz","medium","multiple_choice","Which BT21 character was created by Jin?","Mang","Koya","Chimmy","RJ","RJ",""
207,5,"EXO","EXO members quiz","medium","multiple_choice","Which EXO song became their breakthrough hit in 2013?","Growl","MAMA","Wolf","Overdose","Growl",""
208,1,"EXO","EXO members and positions","medium","multiple_choice","What is D.O.'s real name?","Byun Baekhyun","Do Kyungsoo","Kim Junmyeon","Park Chanyeol","Do Kyungsoo",""
208,2,"Stray Kids","Only real STAYs can ace this Stray Kids quiz","easy","multiple_choice","Stray Kids were formed through which TV show?","Produce 101","Kingdom","Stray Kids (reality show)","LOUD","Stray Kids (reality show)","The survival show Stray Kids aired on Mnet in 2017, where the members were selected by Bang Chan."
208,3,"Stray Kids","Stray Kids discography test","medium","multiple_choice","Who are the three members of 3RACHA?","Changbin, Han, Hyunjin","Bang Chan, Hyunjin, Felix","Han, Felix, Lee Know","Bang Chan, Changbin, Han","Bang Chan, Changbin, Han",""
208,4,"TWICE","TWICE discography quiz","medium","multiple_choice","Which member is from Taiwan?","Sana","Tzuyu","Mina","Momo","Tzuyu",""
208,5,"General K-pop","K-pop songs of 2024 quiz","medium","multiple_choice","Which group released 'Armageddon' as their first full album in 2024?","aespa","IVE","NewJeans","LE SSERAFIM","aespa",""
209,1,"Stray Kids","Stray Kids true or false","medium","true_false","Bang Chan is from Australia","True","False","","","True",""
209,2,"Stray Kids","Stray Kids achievements and records quiz","medium","multiple_choice","In what year did Stray Kids first perform at a US stadium?","2022","2023","2024","They haven't yet","2023","Stray Kids became one of the few K-pop groups to sell out US stadium shows."
209,3,"Stray Kids","Only real STAYs can ace this Stray Kids quiz","easy","multiple_choice","What is Stray Kids' fandom name?","STAY","Stray","SKZOO","JYPnation","STAY","STAY means that fans will always stay with Stray Kids no matter what."
209,4,"LE SSERAFIM","LE SSERAFIM basics","easy","multiple_choice","Which member is Korean-American?","Sakura","Eunchae","Yunjin","Kazuha","Yunjin",""
209,5,"General K-pop","K-pop B-sides that became fan favorites","hard","multiple_choice","What does 'B-side' mean in K-pop?","The second group to debut","A live performance","A remix version","Non-title tracks on an album (not the main promoted song)","Non-title tracks on an album (not the main promoted song)",""
210,1,"SEVENTEEN","SEVENTEEN basics for CARATs","easy","multiple_choice","What is SEVENTEEN's fandom name?","CARAT","JEWEL","DIAMOND","CROWN","CARAT",""
210,2,"LE SSERAFIM","LE SSERAFIM basics","easy","multiple_choice","What was LE SSERAFIM's debut song?","Perfect Night","FEARLESS","UNFORGIVEN","ANTIFRAGILE","FEARLESS",""
